name,abilities,attack,base_egg_steps,base_happiness,base_total,capture_rate,classification,defense,experience_growth,height_m,hp,percentage_male,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,genderless
Terrakion,['Justified'],129,20480,35,580,3,Cavern Pokémon,90,1250000,1.9,91,None,72,90,108,rock,fighting,260.0,5,1,1
Virizion,['Justified'],90,20480,35,580,3,Grassland Pokémon,72,1250000,2.0,91,None,90,129,108,grass,fighting,200.0,5,1,1
Tornadus,"['Prankster', 'Defiant', 'Regenerator']",100,30720,90,580,3,Cyclone Pokémon,80,1250000,1.5,79,100.0,110,90,121,flying,None,63.0,5,1,0
Thundurus,"['Prankster', 'Defiant', 'Volt Absorb']",105,30720,90,580,3,Bolt Strike Pokémon,70,1250000,1.5,79,100.0,145,80,101,electric,flying,61.0,5,1,0
Reshiram,['Turboblaze'],120,30720,0,680,3,Vast White Pokémon,100,1250000,3.2,100,None,150,120,90,dragon,fire,330.0,5,1,1
Zekrom,['Teravolt'],150,30720,0,680,3,Deep Black Pokémon,120,1250000,2.9,100,None,120,100,90,dragon,electric,345.0,5,1,1
Landorus,"['Sand Force', 'Sheer Force', 'Intimidate']",145,30720,90,600,3,Abundance Pokémon,90,1250000,1.5,89,100.0,105,80,91,ground,flying,68.0,5,1,0
Kyurem,"['Pressure', 'Teravolt', 'Turboblaze']",120,30720,0,700,3,Boundary Pokémon,90,1250000,3.0,125,None,170,100,95,dragon,ice,325.0,5,1,1
Keldeo,['Justified'],72,20480,35,580,3,Colt Pokémon,90,1250000,1.4,91,None,129,90,108,water,fighting,48.5,5,1,1
Meloetta,['Serene Grace'],128,30720,100,600,3,Melody Pokémon,90,1250000,0.6,100,None,77,77,128,normal,psychic,6.5,5,1,1
Genesect,['Download'],120,30720,0,600,3,Paleozoic Pokémon,95,1250000,1.5,71,None,120,95,99,bug,steel,82.5,5,1,1
Chespin,"['Overgrow', 'Bulletproof']",61,5120,70,313,45,Spiky Nut Pokémon,65,1059860,0.4,56,88.1,48,45,38,grass,None,9.0,6,0,0
Quilladin,"['Overgrow', 'Bulletproof']",78,5120,70,405,45,Spiny Armor Pokémon,95,1059860,0.7,61,88.1,56,58,57,grass,None,29.0,6,0,0
Chesnaught,"['Overgrow', 'Bulletproof']",107,5120,70,530,45,Spiny Armor Pokémon,122,1059860,1.6,88,88.1,74,75,64,grass,fighting,90.0,6,0,0
Fennekin,"['Blaze', 'Magician']",45,5120,70,307,45,Fox Pokémon,40,1059860,0.4,40,88.1,62,60,60,fire,None,9.4,6,0,0
Braixen,"['Blaze', 'Magician']",59,5120,70,409,45,Fox Pokémon,58,1059860,1.0,59,88.1,90,70,73,fire,None,14.5,6,0,0
Delphox,"['Blaze', 'Magician']",69,5120,70,534,45,Fox Pokémon,72,1059860,1.5,75,88.1,114,100,104,fire,psychic,39.0,6,0,0
Froakie,"['Torrent', 'Protean']",56,5120,70,314,45,Bubble Frog Pokémon,40,1059860,0.3,41,88.1,62,44,71,water,None,7.0,6,0,0
Frogadier,"['Torrent', 'Protean']",63,5120,70,405,45,Bubble Frog Pokémon,52,1059860,0.6,54,88.1,83,56,97,water,None,10.9,6,0,0
Greninja,"['Torrent', 'Protean', 'Battle Bond']",145,5120,70,640,45,Ninja Pokémon,67,1059860,1.5,72,88.1,153,71,132,water,dark,40.0,6,0,0
Bunnelby,"['Pickup', 'Cheek Pouch', 'Huge Power']",36,3840,70,237,255,Digging Pokémon,38,1000000,0.4,38,50.0,32,36,57,normal,None,5.0,6,0,0
Diggersby,"['Pickup', 'Cheek Pouch', 'Huge Power']",56,3840,70,423,127,Digging Pokémon,77,1000000,1.0,85,50.0,50,77,78,normal,ground,42.4,6,0,0
Fletchling,"['Big Pecks', 'Gale Wings']",50,3840,70,278,255,Tiny Robin Pokémon,43,1059860,0.3,45,50.0,40,38,62,normal,flying,1.7,6,0,0
Fletchinder,"['Flame Body', 'Gale Wings']",73,3840,70,382,120,Ember Pokémon,55,1059860,0.7,62,50.0,56,52,84,fire,flying,16.0,6,0,0
Talonflame,"['Flame Body', 'Gale Wings']",81,3840,70,499,45,Scorching Pokémon,71,1059860,1.2,78,50.0,74,69,126,fire,flying,24.5,6,0,0
Scatterbug,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",35,3840,70,200,255,Scatterdust Pokémon,40,1000000,0.3,38,50.0,27,25,35,bug,None,2.5,6,0,0
Spewpa,"['Shed Skin', 'Friend Guard']",22,3840,70,213,120,Scatterdust Pokémon,60,1000000,0.3,45,50.0,27,30,29,bug,None,8.4,6,0,0
Vivillon,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",52,3840,70,411,45,Scale Pokémon,50,1000000,1.2,80,50.0,90,50,89,bug,flying,17.0,6,0,0
Litleo,"['Rivalry', 'Unnerve', 'Moxie']",50,5120,70,369,220,Lion Cub Pokémon,58,1059860,0.6,62,11.2,73,54,72,fire,normal,13.5,6,0,0
Pyroar,"['Rivalry', 'Unnerve', 'Moxie']",68,5120,70,507,65,Royal Pokémon,72,1059860,1.5,86,11.2,109,66,106,fire,normal,81.5,6,0,0
Flabébé,"['Flower Veil', 'Symbiosis']",38,5120,70,303,225,Single Bloom Pokémon,39,1000000,0.1,44,0.0,61,79,42,fairy,None,0.1,6,0,0
Floette,"['Flower Veil', 'Symbiosis']",65,5120,70,551,120,Fairy Pokémon,67,1000000,0.2,74,0.0,125,128,92,fairy,None,0.9,6,0,0
Florges,"['Flower Veil', 'Symbiosis']",65,5120,70,552,45,Garden Pokémon,68,1000000,1.1,78,0.0,112,154,75,fairy,None,10.0,6,0,0
Skiddo,"['Sap Sipper', 'Grass Pelt']",65,5120,70,350,200,Mount Pokémon,48,1000000,0.9,66,50.0,62,57,52,grass,None,31.0,6,0,0
Gogoat,"['Sap Sipper', 'Grass Pelt']",100,5120,70,531,45,Mount Pokémon,62,1000000,1.7,123,50.0,97,81,68,grass,None,91.0,6,0,0
Pancham,"['Iron Fist', 'Mold Breaker', 'Scrappy']",82,6400,70,348,220,Playful Pokémon,62,1000000,0.6,67,50.0,46,48,43,fighting,None,8.0,6,0,0
Pangoro,"['Iron Fist', 'Mold Breaker', 'Scrappy']",124,6400,70,495,65,Daunting Pokémon,78,1000000,2.1,95,50.0,69,71,58,fighting,dark,136.0,6,0,0
Furfrou,['Fur Coat'],80,5120,70,472,160,Poodle Pokémon,60,1000000,1.2,75,50.0,65,90,102,normal,None,28.0,6,0,0
Espurr,"['Keen Eye', 'Infiltrator', 'Own Tempo']",48,5120,70,355,190,Restraint Pokémon,54,1000000,0.3,62,50.0,63,60,68,psychic,None,3.5,6,0,0
Meowstic,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",48,5120,70,466,75,Constraint Pokémon,76,1000000,0.6,74,50.0,83,81,104,psychic,None,8.5,6,0,0
Honedge,['No Guard'],80,5120,70,325,180,Sword Pokémon,100,1000000,0.8,45,50.0,35,37,28,steel,ghost,2.0,6,0,0
Doublade,['No Guard'],110,5120,70,448,90,Sword Pokémon,150,1000000,0.8,59,50.0,45,49,35,steel,ghost,4.5,6,0,0
Aegislash,['Stance Change'],150,5120,70,520,45,Royal Sword Pokémon,50,1000000,1.7,60,50.0,150,50,60,steel,ghost,53.0,6,0,0
Spritzee,"['Healer', 'Aroma Veil']",52,5120,70,341,200,Perfume Pokémon,60,1000000,0.2,78,50.0,63,65,23,fairy,None,0.5,6,0,0
Aromatisse,"['Healer', 'Aroma Veil']",72,5120,70,462,140,Fragrance Pokémon,72,1000000,0.8,101,50.0,99,89,29,fairy,None,15.5,6,0,0
Swirlix,"['Sweet Veil', 'Unburden']",48,5120,70,341,200,Cotton Candy Pokémon,66,1000000,0.4,62,50.0,59,57,49,fairy,None,3.5,6,0,0
Slurpuff,"['Sweet Veil', 'Unburden']",80,5120,70,480,140,Meringue Pokémon,86,1000000,0.8,82,50.0,85,75,72,fairy,None,5.0,6,0,0
Inkay,"['Contrary', 'Suction Cups', 'Infiltrator']",54,5120,70,288,190,Revolving Pokémon,53,1000000,0.4,53,50.0,37,46,45,dark,psychic,3.5,6,0,0
Malamar,"['Contrary', 'Suction Cups', 'Infiltrator']",92,5120,70,482,80,Overturning Pokémon,88,1000000,1.5,86,50.0,68,75,73,dark,psychic,47.0,6,0,0
Binacle,"['Tough Claws', 'Sniper', 'Pickpocket']",52,5120,70,306,120,Two-Handed Pokémon,67,1000000,0.5,42,50.0,39,56,50,rock,water,31.0,6,0,0
Barbaracle,"['Tough Claws', 'Sniper', 'Pickpocket']",105,5120,70,500,45,Collective Pokémon,115,1000000,1.3,72,50.0,54,86,68,rock,water,96.0,6,0,0
Skrelp,"['Poison Point', 'Poison Touch', 'Adaptability']",60,5120,70,320,225,Mock Kelp Pokémon,60,1000000,0.5,50,50.0,60,60,30,poison,water,7.3,6,0,0
Dragalge,"['Poison Point', 'Poison Touch', 'Adaptability']",75,5120,70,494,55,Mock Kelp Pokémon,90,1000000,1.8,65,50.0,97,123,44,poison,dragon,81.5,6,0,0
Clauncher,['Mega Launcher'],53,3840,70,330,225,Water Gun Pokémon,62,1250000,0.5,50,50.0,58,63,44,water,None,8.3,6,0,0
Clawitzer,['Mega Launcher'],73,3840,70,500,55,Howitzer Pokémon,88,1250000,1.3,71,50.0,120,89,59,water,None,35.3,6,0,0
Helioptile,"['Dry Skin', 'Sand Veil', 'Solar Power']",38,5120,70,289,190,Generator Pokémon,33,1000000,0.5,44,50.0,61,43,70,electric,normal,6.0,6,0,0
Heliolisk,"['Dry Skin', 'Sand Veil', 'Solar Power']",55,5120,70,481,75,Generator Pokémon,52,1000000,1.0,62,50.0,109,94,109,electric,normal,21.0,6,0,0
Tyrunt,"['Strong Jaw', 'Sturdy']",89,7680,70,362,45,Royal Heir Pokémon,77,1000000,0.8,58,88.1,45,45,48,rock,dragon,26.0,6,0,0
Tyrantrum,"['Strong Jaw', 'Rock Head']",121,7680,70,521,45,Despot Pokémon,119,1000000,2.5,82,88.1,69,59,71,rock,dragon,270.0,6,0,0
Amaura,"['Refrigerate', 'Snow Warning']",59,7680,70,362,45,Tundra Pokémon,50,1000000,1.3,77,88.1,67,63,46,rock,ice,25.2,6,0,0
Aurorus,"['Refrigerate', 'Snow Warning']",77,7680,70,521,45,Tundra Pokémon,72,1000000,2.7,123,88.1,99,92,58,rock,ice,225.0,6,0,0
Sylveon,"['Cute Charm', 'Pixilate']",65,8960,70,525,45,Intertwining Pokémon,65,1000000,1.0,95,88.1,110,130,60,fairy,None,23.5,6,0,0
Hawlucha,"['Limber', 'Unburden', 'Mold Breaker']",92,5120,70,500,100,Wrestling Pokémon,75,1000000,0.8,78,50.0,74,63,118,fighting,flying,21.5,6,0,0
Dedenne,"['Cheek Pouch', 'Pickup', 'Plus']",58,5120,70,431,180,Antenna Pokémon,57,1000000,0.2,67,50.0,81,67,101,electric,fairy,2.2,6,0,0
Carbink,"['Clear Body', 'Sturdy']",50,6400,70,500,60,Jewel Pokémon,150,1250000,0.3,50,None,50,150,50,rock,fairy,5.7,6,0,1
Goomy,"['Sap Sipper', 'Hydration', 'Gooey']",50,10240,35,300,45,Soft Tissue Pokémon,35,1250000,0.3,45,50.0,55,75,40,dragon,None,2.8,6,0,0
Sliggoo,"['Sap Sipper', 'Hydration', 'Gooey']",75,10240,35,452,45,Soft Tissue Pokémon,53,1250000,0.8,68,50.0,83,113,60,dragon,None,17.5,6,0,0
Goodra,"['Sap Sipper', 'Hydration', 'Gooey']",100,10240,35,600,45,Dragon Pokémon,70,1250000,2.0,90,50.0,110,150,80,dragon,None,150.5,6,0,0
Klefki,"['Prankster', 'Magician']",80,5120,70,470,75,Key Ring Pokémon,91,800000,0.2,57,50.0,80,87,75,steel,fairy,3.0,6,0,0
Phantump,"['Natural Cure', 'Frisk', 'Harvest']",70,5120,70,309,120,Stump Pokémon,48,1000000,0.4,43,50.0,50,60,38,ghost,grass,7.0,6,0,0
Trevenant,"['Natural Cure', 'Frisk', 'Harvest']",110,5120,70,474,60,Elder Tree Pokémon,76,1000000,1.5,85,50.0,65,82,56,ghost,grass,71.0,6,0,0
Pumpkaboo,"['Pickup', 'Frisk', 'Insomnia']",66,5120,70,335,120,Pumpkin Pokémon,70,1000000,0.8,59,50.0,44,55,41,ghost,grass,15.0,6,0,0
Gourgeist,"['Pickup', 'Frisk', 'Insomnia']",100,5120,70,494,60,Pumpkin Pokémon,122,1000000,1.7,85,50.0,58,75,54,ghost,grass,39.0,6,0,0
Bergmite,"['Own Tempo', 'Ice Body', 'Sturdy']",69,5120,70,304,190,Ice Chunk Pokémon,85,1000000,1.0,55,50.0,32,35,28,ice,None,99.5,6,0,0
Avalugg,"['Own Tempo', 'Ice Body', 'Sturdy']",117,5120,70,514,55,Iceberg Pokémon,184,1000000,2.0,95,50.0,44,46,28,ice,None,505.0,6,0,0
Noibat,"['Frisk', 'Infiltrator', 'Telepathy']",30,5120,70,245,190,Sound Wave Pokémon,35,1000000,0.5,40,50.0,45,40,55,flying,dragon,8.0,6,0,0
Noivern,"['Frisk', 'Infiltrator', 'Telepathy']",70,5120,70,535,45,Sound Wave Pokémon,80,1000000,1.5,85,50.0,97,80,123,flying,dragon,85.0,6,0,0
Xerneas,['Fairy Aura'],131,30720,0,680,45,Life Pokémon,95,1250000,3.0,126,None,131,98,99,fairy,None,215.0,6,1,1
Yveltal,['Dark Aura'],131,30720,0,680,45,Destruction Pokémon,95,1250000,5.8,126,None,131,98,99,dark,flying,203.0,6,1,1
Zygarde,"['Aura Break', 'Power Construct']",100,30720,0,708,3,Order Pokémon,121,1250000,5.0,216,None,91,95,85,dragon,ground,284.6,6,1,1
Diancie,['Clear Body'],160,6400,70,700,3,Jewel Pokémon,110,1250000,0.7,50,None,160,110,110,rock,fairy,8.8,6,1,1
Hoopa,['Magician'],160,30720,100,680,3,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),60,1250000,1.1638924455825865,80,None,170,130,80,psychic,ghost,61.378104993597944,6,1,1
Volcanion,['Water Absorb'],110,30720,100,600,3,Steam Pokémon,120,1250000,1.7,80,None,130,90,70,fire,water,195.0,6,1,1
Rowlet,"['Overgrow', 'Long Reach']",55,3840,70,320,45,Grass Quill Pokémon,55,1059860,0.3,68,88.1,50,50,42,grass,flying,1.5,7,0,0
Dartrix,"['Overgrow', 'Long Reach']",75,3840,70,420,45,Blade Quill Pokémon,75,1059860,0.7,78,88.1,70,70,52,grass,flying,16.0,7,0,0
Decidueye,"['Overgrow', 'Long Reach']",107,3840,70,530,45,Arrow Quill Pokémon,75,1059860,1.6,78,88.1,100,100,70,grass,ghost,36.6,7,0,0
Litten,"['Blaze', 'Intimidate']",65,3840,70,320,45,Fire Cat Pokémon,40,1059860,0.4,45,88.1,60,40,70,fire,None,4.3,7,0,0
Torracat,"['Blaze', 'Intimidate']",85,3840,70,420,45,Fire Cat Pokémon,50,1059860,0.7,65,88.1,80,50,90,fire,None,25.0,7,0,0
Incineroar,"['Blaze', 'Intimidate']",115,3840,70,530,45,Heel Pokémon,90,1059860,1.8,95,88.1,80,90,60,fire,dark,83.0,7,0,0
Popplio,"['Torrent', 'Liquid Voice']",54,3840,70,320,45,Sea Lion Pokémon,54,1059860,0.4,50,88.1,66,56,40,water,None,7.5,7,0,0
Brionne,"['Torrent', 'Liquid Voice']",69,3840,70,420,45,Pop Star Pokémon,69,1059860,0.6,60,88.1,91,81,50,water,None,17.5,7,0,0
Primarina,"['Torrent', 'Liquid Voice']",74,3840,70,530,45,Soloist Pokémon,74,1059860,1.8,80,88.1,126,116,60,water,fairy,44.0,7,0,0
Pikipek,"['Keen Eye', 'Skill Link', 'Pickup']",75,3840,70,265,255,Woodpecker Pokémon,30,1000000,0.3,35,50.0,30,30,65,normal,flying,1.2,7,0,0
Trumbeak,"['Keen Eye', 'Skill Link', 'Pickup']",85,3840,70,355,120,Bugle Beak Pokémon,50,1000000,0.6,55,50.0,40,50,75,normal,flying,14.8,7,0,0
Toucannon,"['Keen Eye', 'Skill Link', 'Sheer Force']",120,3840,70,485,45,Cannon Pokémon,75,1000000,1.1,80,50.0,75,75,60,normal,flying,26.0,7,0,0
Yungoos,"['Stakeout', 'Strong Jaw', 'Adaptability']",70,3840,70,253,255,Loitering Pokémon,30,1000000,0.4,48,50.0,30,30,45,normal,None,6.0,7,0,0
Gumshoos,"['Stakeout', 'Strong Jaw', 'Adaptability']",110,3840,70,418,127,Stakeout Pokémon,60,1000000,0.7,88,50.0,55,60,45,normal,None,14.2,7,0,0
Grubbin,['Swarm'],62,3840,70,300,255,Larva Pokémon,45,1000000,0.4,47,50.0,55,45,46,bug,None,4.4,7,0,0
Charjabug,['Battery'],82,3840,70,400,120,Battery Pokémon,95,1000000,0.5,57,50.0,55,75,36,bug,electric,10.5,7,0,0
Vikavolt,['Levitate'],70,3840,70,500,45,Stag Beetle Pokémon,90,1000000,1.5,77,50.0,145,75,43,bug,electric,45.0,7,0,0
Crabrawler,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",82,5120,70,338,225,Boxing Pokémon,57,1000000,0.6,47,50.0,42,47,63,fighting,None,7.0,7,0,0
Crabominable,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",132,5120,70,478,60,Woolly Crab Pokémon,77,1000000,1.7,97,50.0,62,67,43,fighting,ice,180.0,7,0,0
Oricorio,['Dancer'],70,5120,70,476,45,Dancing Pokémon,70,1000000,0.6,75,24.6,98,70,93,fire,flying,3.4,7,0,0
Cutiefly,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",45,5120,70,304,190,Bee Fly Pokémon,40,1000000,0.1,40,50.0,55,40,84,bug,fairy,0.2,7,0,0
Ribombee,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",55,5120,70,464,75,Bee Fly Pokémon,60,1000000,0.2,60,50.0,95,70,124,bug,fairy,0.5,7,0,0
Rockruff,"['Keen Eye', 'Vital Spirit', 'Steadfast']",65,3840,70,280,190,Puppy Pokémon,40,1000000,0.5,45,50.0,30,40,60,rock,None,9.2,7,0,0
Lycanroc,"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']",115,3840,70,487,90,Wolf Pokémon,75,1000000,1.1638924455825865,85,50.0,55,75,82,rock,None,61.378104993597944,7,0,0
Wishiwashi,['Schooling'],140,3840,70,620,60,Small Fry Pokémon,130,800000,0.2,45,50.0,140,135,30,water,None,0.3,7,0,0
Mareanie,"['Merciless', 'Limber', 'Regenerator']",53,5120,70,305,190,Brutal Star Pokémon,62,1000000,0.4,50,50.0,43,52,45,poison,water,8.0,7,0,0
Toxapex,"['Merciless', 'Limber', 'Regenerator']",63,5120,70,495,75,Brutal Star Pokémon,152,1000000,0.7,50,50.0,53,142,35,poison,water,14.5,7,0,0
Mudbray,"['Own Tempo', 'Stamina', 'Inner Focus']",100,5120,70,385,190,Donkey Pokémon,70,1000000,1.0,70,50.0,45,55,45,ground,None,110.0,7,0,0
Mudsdale,"['Own Tempo', 'Stamina', 'Inner Focus']",125,5120,70,500,60,Draft Horse Pokémon,100,1000000,2.5,100,50.0,55,85,35,ground,None,920.0,7,0,0
Dewpider,"['Water Bubble', 'Water Absorb']",40,3840,70,269,200,Water Bubble Pokémon,52,1000000,0.3,38,50.0,40,72,27,water,bug,4.0,7,0,0
Araquanid,"['Water Bubble', 'Water Absorb']",70,3840,70,454,100,Water Bubble Pokémon,92,1000000,1.8,68,50.0,50,132,42,water,bug,82.0,7,0,0
Fomantis,"['Leaf Guard', 'Contrary']",55,5120,70,250,190,Sickle Grass Pokémon,35,1000000,0.3,40,50.0,50,35,35,grass,None,1.5,7,0,0
Lurantis,"['Leaf Guard', 'Contrary']",105,5120,70,480,75,Bloom Sickle Pokémon,90,1000000,0.9,70,50.0,80,90,45,grass,None,18.5,7,0,0
Morelull,"['Illuminate', 'Effect Spore', 'Rain Dish']",35,5120,70,285,190,Illuminating Pokémon,55,1000000,0.2,40,50.0,65,75,15,grass,fairy,1.5,7,0,0
Shiinotic,"['Illuminate', 'Effect Spore', 'Rain Dish']",45,5120,70,405,75,Illuminating Pokémon,80,1000000,1.0,60,50.0,90,100,30,grass,fairy,11.5,7,0,0
Salandit,"['Corrosion', 'Oblivious']",44,5120,70,320,120,Toxic Lizard Pokémon,40,1000000,0.6,48,88.1,71,40,77,poison,fire,4.8,7,0,0
Salazzle,"['Corrosion', 'Oblivious']",64,5120,70,480,45,Toxic Lizard Pokémon,60,1000000,1.2,68,0.0,111,60,117,poison,fire,22.2,7,0,0
Stufful,"['Fluffy', 'Klutz', 'Cute Charm']",75,3840,70,340,140,Flailing Pokémon,50,1000000,0.5,70,50.0,45,50,50,normal,fighting,6.8,7,0,0
Bewear,"['Fluffy', 'Klutz', 'Unnerve']",125,3840,70,500,70,Strong Arm Pokémon,80,1000000,2.1,120,50.0,55,60,60,normal,fighting,135.0,7,0,0
Bounsweet,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",30,5120,70,210,235,Fruit Pokémon,38,1059860,0.3,42,0.0,30,38,32,grass,None,3.2,7,0,0
Steenee,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",40,5120,70,290,120,Fruit Pokémon,48,1059860,0.7,52,0.0,40,48,62,grass,None,8.2,7,0,0
Tsareena,"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",120,5120,70,510,45,Fruit Pokémon,98,1059860,1.2,72,0.0,50,98,72,grass,None,21.4,7,0,0
Comfey,"['Flower Veil', 'Triage', 'Natural Cure']",52,5120,70,485,60,Posy Picker Pokémon,90,800000,0.1,51,24.6,82,110,100,fairy,None,0.3,7,0,0
Oranguru,"['Inner Focus', 'Telepathy', 'Symbiosis']",60,5120,70,490,45,Sage Pokémon,80,1250000,1.5,90,50.0,90,110,60,normal,psychic,76.0,7,0,0
Passimian,"['Receiver', 'Defiant']",120,5120,70,490,45,Teamwork Pokémon,90,1250000,2.0,100,50.0,40,60,80,fighting,None,82.8,7,0,0
Wimpod,['Wimp Out'],35,5120,70,230,90,Turn Tail Pokémon,40,1000000,0.5,25,50.0,20,30,80,bug,water,12.0,7,0,0
Golisopod,['Emergency Exit'],125,5120,70,530,45,Hard Scale Pokémon,140,1000000,2.0,75,50.0,60,90,40,bug,water,108.0,7,0,0
Sandygast,"['Water Compaction', 'Sand Veil']",55,3840,70,320,140,Sand Heap Pokémon,80,1000000,0.5,55,50.0,70,45,15,ghost,ground,70.0,7,0,0
Palossand,"['Water Compaction', 'Sand Veil']",75,3840,70,480,60,Sand Castle Pokémon,110,1000000,1.3,85,50.0,100,75,35,ghost,ground,250.0,7,0,0
Pyukumuku,"['Innards Out', 'Unaware']",60,3840,70,410,60,Sea Cucumber Pokémon,130,800000,0.3,55,50.0,30,130,5,water,None,1.2,7,0,0
Type: Null,['Battle Armor'],95,30720,0,534,3,Synthetic Pokémon,95,1250000,1.9,95,None,95,95,59,normal,None,120.5,7,0,1
Silvally,['RKS System'],95,30720,0,570,3,Synthetic Pokémon,95,1250000,2.3,95,None,95,95,95,normal,None,100.5,7,0,1
Minior,['Shields Down'],100,6400,70,500,30,Meteor Pokémon,60,1059860,0.3,60,None,100,60,120,rock,flying,40.0,7,0,1
Komala,['Comatose'],115,5120,70,480,45,Drowsing Pokémon,65,1250000,0.4,65,50.0,75,95,65,normal,None,19.9,7,0,0
Turtonator,['Shell Armor'],78,5120,70,485,70,Blast Turtle Pokémon,135,1000000,2.0,60,50.0,91,85,36,fire,dragon,212.0,7,0,0
Togedemaru,"['Iron Barbs', 'Lightningrod', 'Sturdy']",98,2560,70,435,180,Roly-Poly Pokémon,63,1000000,0.3,65,50.0,40,73,96,electric,steel,3.3,7,0,0
Mimikyu,['Disguise'],90,5120,70,476,45,Disguise Pokémon,80,1000000,0.2,55,50.0,50,105,96,ghost,fairy,0.7,7,0,0
Bruxish,"['Dazzling', 'Strong Jaw', 'Wonder Skin ']",105,3840,70,475,80,Gnash Teeth Pokémon,70,1000000,0.9,68,50.0,70,70,92,water,psychic,19.0,7,0,0
Drampa,"['Berserk', 'Sap Sipper', 'Cloud Nine']",60,5120,70,485,70,Placid Pokémon,85,1000000,3.0,78,50.0,135,91,36,normal,dragon,185.0,7,0,0
Dhelmise,['Steelworker'],131,6400,70,517,25,Sea Creeper Pokémon,100,1000000,3.9,70,None,86,90,40,ghost,grass,210.0,7,0,1
Jangmo-o,"['Bulletproof', 'Soundproof', 'Overcoat']",55,10240,70,300,45,Scaly Pokémon,65,1250000,0.6,45,50.0,45,45,45,dragon,None,29.7,7,0,0
Hakamo-o,"['Bulletproof', 'Soundproof', 'Overcoat']",75,10240,70,420,45,Scaly Pokémon,90,1250000,1.2,55,50.0,65,70,65,dragon,fighting,47.0,7,0,0
Kommo-o,"['Bulletproof', 'Soundproof', 'Overcoat']",110,10240,70,600,45,Scaly Pokémon,125,1250000,1.6,75,50.0,100,105,85,dragon,fighting,78.2,7,0,0
Tapu Koko,"['Electric Surge', 'Telepathy']",115,3840,70,570,3,Land Spirit Pokémon,85,1250000,1.8,70,None,95,75,130,electric,fairy,20.5,7,1,1
Tapu Lele,"['Psychic Surge', 'Telepathy']",85,3840,70,570,3,Land Spirit Pokémon,75,1250000,1.2,70,None,130,115,95,psychic,fairy,18.6,7,1,1
Tapu Bulu,"['Grassy Surge', 'Telepathy']",130,3840,70,570,3,Land Spirit Pokémon,115,1250000,1.9,70,None,85,95,75,grass,fairy,45.5,7,1,1
Tapu Fini,"['Misty Surge', 'Telepathy']",75,3840,70,570,3,Land Spirit Pokémon,115,1250000,1.3,70,None,95,130,85,water,fairy,21.2,7,1,1
Cosmog,['Unaware'],29,30720,0,200,45,Nebula Pokémon,31,1250000,0.2,43,None,29,31,37,psychic,None,0.1,7,1,1
Cosmoem,['Sturdy'],29,30720,0,400,45,Protostar Pokémon,131,1250000,0.1,43,None,29,131,37,psychic,None,999.9,7,1,1
Solgaleo,['Full Metal Body'],137,30720,0,680,45,Sunne Pokémon,107,1250000,3.4,137,None,113,89,97,psychic,steel,230.0,7,1,1
Lunala,['Shadow Shield'],113,30720,0,680,45,Moone Pokémon,89,1250000,4.0,137,None,137,107,97,psychic,ghost,120.0,7,1,1
Nihilego,['Beast Boost'],53,30720,0,570,45,Parasite Pokémon,47,1250000,1.2,109,None,127,131,103,rock,poison,55.5,7,1,1
Buzzwole,['Beast Boost'],139,30720,0,570,25,Swollen Pokémon,139,1250000,2.4,107,None,53,53,79,bug,fighting,333.6,7,1,1
Pheromosa,['Beast Boost'],137,30720,0,570,255,Lissome Pokémon,37,1250000,1.8,71,None,137,37,151,bug,fighting,25.0,7,1,1
Xurkitree,['Beast Boost'],89,30720,0,570,30,Glowing Pokémon,71,1250000,3.8,83,None,173,71,83,electric,None,100.0,7,1,1
Celesteela,['Beast Boost'],101,30720,0,570,25,Launch Pokémon,103,1250000,9.2,97,None,107,101,61,steel,flying,999.9,7,1,1
Kartana,['Beast Boost'],181,30720,0,570,255,Drawn Sword Pokémon,131,1250000,0.3,59,None,59,31,109,grass,steel,0.1,7,1,1
Guzzlord,['Beast Boost'],101,30720,0,570,15,Junkivore Pokémon,53,1250000,5.5,223,None,97,53,43,dark,dragon,888.0,7,1,1
Necrozma,['Prism Armor'],107,30720,0,600,3,Prism Pokémon,101,1250000,2.4,97,None,127,89,79,psychic,None,230.0,7,1,1
Magearna,['Soul-Heart'],95,30720,0,600,3,Artificial Pokémon,115,1250000,1.0,80,None,130,115,65,steel,fairy,80.5,7,1,1
